age,allowedregion,contact,degree,education,educationtype,examtype,experience,gradebenifit,introduction,level,major,others,party,position,race,recruit,region,sex,site,specialposition,system,workplace
35周岁以下,本省,0591-62062135李,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事水利项目、生态工程建设等工作,乡镇（街道）,环境生态类、水利类,最低服务年限五年,不限,01 党政办科员,不限,1,福州,不限,闽清县,否,党的机关,00781 闽清县雄江镇人民政府
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院审判辅助等有关工作,县级,法学类专业[不含公共事业管理（医事法律方向）],通过全国统一司法考试,不限,01 法官助理（科员级）,不限,2,福州,男,长乐市,否,审判机关,01016 福建省福州市长乐区人民法院
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院审判辅助等有关工作,县级,法学类专业[不含公共事业管理（医事法律方向）],通过全国统一司法考试,不限,02 法官助理（科员级）,不限,2,福州,女,长乐市,否,审判机关,01016 福建省福州市长乐区人民法院
35周岁以下,本省,,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院行政综合部门文字性工作,县级,法学类、中国语言文学类、哲学类，以及新闻学、行政管理、思想政治教育专业,0591-87073316杨,不限,03 文秘科员,不限,1,福州,男,长乐市,否,审判机关,01016 福建省福州市长乐区人民法院
35周岁以下,本省,0591-24877273蔡,学士或以上学位,本科及以上,不限,A类,不限,是,从事机构编制工作以及行政审批改革、办公室日常、综合文字工作,县级,中国语言文学类,最低服务年限五年,不限,01 科员,不限,1,福州,不限,永泰县,否,党的机关,00908 中共永泰县委机构编制委员会办公室
35周岁以下,本省,0591-24877273蔡,学士或以上学位,本科及以上,不限,A类,不限,是,从事综合文字及办公室日常工作,县级,中国语言文学类,最低服务年限五年,不限,01 科员,不限,1,福州,不限,永泰县,否,党的机关,00909 永泰县委县直机关工委
35周岁以下,本省,0591-24877273蔡,学士或以上学位,本科及以上,不限,A类,不限,是,从事综合文字及办公室日常工作,县级,中国语言文学类,最低服务年限五年,不限,01 科员,不限,1,福州,不限,永泰县,否,民主党派和工商联机关,00936 永泰县工商业联合会
35周岁以下,本省,0591-24877273蔡,不限,本科及以上,不限,A类(乡镇),不限,是,从事乡镇基层农村工作，负责水利水电工程管理、企业安全生产管理等工作,乡镇（街道）,水利类、电气自动化类、公共管理类,最低服务年限五年,不限,01 科员,不限,1,福州,不限,永泰县,否,党的机关,00971 永泰县梧桐镇人民政府
35周岁以下,本省,0591-62062135李,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事住建、水利等项目工程建设工作,乡镇（街道）,土建类、水利类,最低服务年限五年,不限,02 经济发展办科员,不限,1,福州,不限,闽清县,否,党的机关,00773 闽清县金沙镇人民政府
35周岁以下,本省,0591-62062135李,不限,大专及以上,不限,A类(乡镇),不限,否,从事处理党政办公室日常事务及应急突发事件等工作,乡镇（街道）,不限,最低服务年限五年,不限,03 党政办科员,不限,1,福州,不限,闽清县,是,党的机关,00773 闽清县金沙镇人民政府
35周岁以下,本省,0591-62062135李,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事处理党政办日常事务及文秘、综合材料写作等工作,乡镇（街道）,新闻传播学类、哲学类、法学类,最低服务年限五年,不限,01 党政办科员,不限,1,福州,不限,闽清县,否,党的机关,00774 闽清县白中镇人民政府
35周岁以下,本省,0591-22983530江,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事综合文字工作,乡镇（街道）,法学类,最低服务年限五年,不限,02 党政办科员,不限,1,福州,不限,闽侯县,否,党的机关,00673 闽侯县洋里乡人民政府
35周岁以下,本省,0591-22983530江,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事经济统计分析工作,乡镇（街道）,经济贸易类,最低服务年限五年,不限,01 经济发展办科员,不限,1,福州,不限,闽侯县,否,党的机关,00674 闽侯县廷坪乡人民政府
35周岁以下,本设区市,0591-24877273蔡,学士或以上学位,本科及以上,不限,A类(乡镇),不限,是,从事乡镇基层农村工作，负责乡镇规划建设、办公室综合文字相关工作,乡镇（街道）,土建类、中国语言文学类,最低服务年限五年,不限,02 科员,不限,1,福州,不限,永泰县,否,党的机关,00975 永泰县洑口乡人民政府
35周岁以下,本设区市,0591-24877273蔡,学士或以上学位,本科及以上,不限,A类(乡镇),不限,是,从事乡镇基层财务管理或办公室综合文字等工作,乡镇（街道）,财政金融类、中国语言文学类,最低服务年限五年，交通不便、条件艰苦，需招收男性,不限,03 科员,不限,1,福州,男,永泰县,否,党的机关,00975 永泰县洑口乡人民政府
35周岁以下,本省,0591-24877273蔡,不限,大专及以上,不限,A类(乡镇),不限,是,从事乡镇基层农村工作,乡镇（街道）,不限,最低服务年限五年,不限,04 科员,不限,1,福州,不限,永泰县,是,党的机关,00975 永泰县洑口乡人民政府
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院审判辅助等有关工作,县级,法学类专业[不含公共事业管理（医事法律方向）],通过全国统一司法考试,不限,01 法官助理（科员级）,不限,1,福州,男,晋安区,否,审判机关,00516 福建省福州市晋安区人民法院
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院审判辅助等有关工作,县级,法学类专业[不含公共事业管理（医事法律方向）],通过全国统一司法考试,不限,02 法官助理（科员级）,不限,1,福州,女,晋安区,否,审判机关,00516 福建省福州市晋安区人民法院
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院审判辅助等有关工作,县级,法学类专业[不含公共事业管理（医事法律方向）],通过全国统一司法考试,不限,03 法官助理（科员级）,不限,1,福州,不限,晋安区,否,审判机关,00516 福建省福州市晋安区人民法院
35周岁以下,本省,0591-24877273蔡,学士或以上学位,本科及以上,不限,A类(乡镇),不限,是,从事综合文字及办公室日常工作,乡镇（街道）,中国语言文学类,最低服务年限五年,不限,01 科员,不限,1,福州,不限,永泰县,否,党的机关,00972 永泰县城峰镇人民政府
35周岁以下,本省,0591-24877273蔡,学士或以上学位,本科及以上,不限,A类(乡镇),不限,是,从事综合文字、乡镇基层财务管理等工作,乡镇（街道）,中国语言文学类、会计与审计类,最低服务年限五年,不限,01 科员,不限,1,福州,不限,永泰县,否,党的机关,00973 永泰县长庆镇人民政府
35周岁以下,本省,,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院行政综合部门文字性工作,县级,法学类、中国语言文学类、哲学类，以及新闻学、行政管理、思想政治教育专业,0591-87073316杨,不限,04 文秘科员,不限,1,福州,女,长乐市,否,审判机关,01016 福建省福州市长乐区人民法院
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院案件记录等有关工作,县级,法学类专业[不含公共事业管理（医事法律方向）],最低服务年限五年,不限,01 书记员（科员级）,不限,1,福州,男,连江县,否,审判机关,01116 福建省连江县人民法院
35周岁以下,本省,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事财务管理等综合工作,乡镇（街道）,会计与审计类、财政金融类,最低服务年限五年 ,不限,01 党政办科员,不限,1,福州,不限,连江县,否,党的机关,01172 连江县小沧畲族乡人民政府
35周岁以下,本省,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事财务管理等综合工作,乡镇（街道）,会计与审计类、财政金融类,最低服务年限五年 ,不限,01 经济发展办公室科员,不限,1,福州,不限,连江县,否,党的机关,01173 连江县丹阳镇人民政府
35周岁以下,本省,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事经济管理、水产等工作,乡镇（街道）,农业经济管理类、水产类,最低服务年限五年 ,不限,01 党政办公室科员,不限,1,福州,不限,连江县,否,党的机关,01180 连江县苔菉镇人民政府
35周岁以下,本省,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事文字材料、法制宣传等综合工作,乡镇（街道）,中国语言文学类 、法学类,最低服务年限五年 ,不限,02 党政办科员,不限,1,福州,不限,连江县,否,党的机关,01180 连江县苔菉镇人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事项目招商、镇村建设规划工作,乡镇（街道）,经济贸易类、土建类,最低服务年限五年 ,不限,03 经济发展办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01271 罗源县松山镇人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事财务管理、乡镇企业管理服务工作,乡镇（街道）,会计与审计类、工商管理类,最低服务年限五年 ,不限,01 经济发展办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01272 罗源县碧里乡人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事财务管理、环境监管工作,乡镇（街道）,会计与审计类、环境生态类,最低服务年限五年 ,不限,01 经济发展办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01278 罗源县西兰乡人民政府
35周岁以下,本省,0591-26875716甘,不限,本科及以上,不限,A类(乡镇),不限,否,从事财务管理、宣传工作,乡镇（街道）,会计与审计类、新闻传播学类,最低服务年限五年 ,不限,01 经济发展办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01279 罗源县飞竹镇人民政府
35周岁以下,全国,,学士或以上学位,本科及以上,全日制普通高等院校,A类,两年基层工作经历,否,从事人民法院数据统计等有关工作,市级,统计（学）、计划统计、经营计划与统计、统计与概算、数学、数理基础科学、应用数学专业,0591-87073316杨,不限,04 统计科员,不限,1,福州,不限,福州市,否,审判机关,01416 福建省福州市中级人民法院
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,两年基层工作经历,否,主要从事档案资料、网络新媒体、保密和人事管理工作,市级,公共管理类、计算机科学与技术类,0591-83310981叶,中共党员,01 综合处科员,不限,1,福州,不限,福州市,否,党的机关,01446 中共福州市委精神文明建设领导办公室
35周岁以下,本省,0594-3592265,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事办公室内勤、服务项目等工作,乡镇（街道）,中国语言文学类、公共管理类,最低服务年限五年,不限,01 三江口镇科员,不限,1,莆田,不限,涵江区,否,党的机关,01770 中国共产党莆田市涵江区三江口镇委员会
